Date,Open,High,Low,Close,Volume,Adj Close
2009-01-02,38.740002,41.98,38.360001,41.509998,4426800,34.651391
2009-01-05,41.419998,44.610001,40.990002,42.889999,6395200,35.803378
2009-01-06,43.939999,45.0,43.119999,44.57,5950200,37.205795
2009-01-07,43.950001,44.0,41.889999,42.650002,5259900,35.603034
2009-01-08,43.400002,45.68,43.169998,45.18,7460700,37.715007
2009-01-09,45.189999,46.759998,44.509998,45.990002,7331900,38.391173
2009-01-12,44.549999,45.0,40.75,41.560001,7590300,34.693133
2009-01-13,40.299999,41.32,39.57,40.779999,7472100,34.042008
2009-01-14,39.740002,40.060001,37.779999,39.5,7273200,32.973501
2009-01-15,39.830002,40.209999,37.66,39.639999,7022000,33.090368
2009-01-16,40.5,40.5,37.849998,39.880001,4499600,33.290715
2009-01-20,39.419998,39.849998,36.75,37.290001,5357800,31.128655
2009-01-21,38.0,39.419998,37.23,39.290001,4529100,32.798199
2009-01-22,37.689999,38.540001,36.259998,37.470001,5437900,31.278914
2009-01-23,36.330002,38.049999,35.540001,36.619999,6723100,30.569356
2009-01-26,35.240002,37.049999,34.599998,35.32,7766000,29.484153
2009-01-27,35.57,36.5,35.130001,35.900002,4243200,29.968322
2009-01-28,37.279999,38.740002,36.799999,37.849998,4821700,31.596125
2009-01-29,37.639999,37.639999,35.52,36.0,4652600,30.051798
2009-01-30,35.599998,35.990002,33.849998,34.740002,6322500,28.999987
2009-02-02,33.860001,35.43,33.0,35.099998,6260700,29.300502
2009-02-03,35.580002,36.259998,34.98,36.009998,4510700,30.060144
2009-02-04,36.5,38.830002,36.400002,37.5,5979400,31.303956
2009-02-05,37.110001,40.25,36.52,39.639999,8269000,33.090368
2009-02-06,40.220001,42.360001,39.720001,41.810001,8182500,34.901826
2009-02-09,41.950001,42.0,39.869999,40.619999,4229200,33.908445
2009-02-10,40.25,41.34,37.799999,38.400002,5856700,32.055253
2009-02-11,38.830002,39.389999,37.169998,38.279999,3881600,31.955078
2009-02-12,37.560001,37.560001,36.0,37.299999,5562500,31.137001
2009-02-13,37.560001,38.150002,35.82,36.110001,6199700,30.143624
2009-02-17,34.34,34.779999,33.029999,33.490002,9138900,27.956521
2009-02-18,32.540001,33.75,31.700001,32.23,12788000,26.904707
2009-02-19,32.52,33.119999,30.059999,30.379999,7883800,25.360378
2009-02-20,29.6,30.35,28.34,28.889999,9002400,24.116567
2009-02-23,29.85,29.85,26.959999,26.99,7546600,22.530501
2009-02-24,27.299999,28.719999,26.610001,28.450001,11930800,23.749269
2009-02-25,28.65,28.940001,26.4,27.01,8486100,22.547196
2009-02-26,27.65,28.299999,27.17,27.18,7568700,22.689108
2009-02-27,26.77,28.469999,26.469999,27.49,8266000,22.947887
2009-03-02,26.75,26.799999,24.59,24.83,9603800,20.727393
2009-03-03,25.41,26.24,24.51,25.290001,8215400,21.111389
2009-03-04,26.4,27.799999,26.17,26.92,9962400,22.472067
2009-03-05,25.98,26.65,25.01,25.32,6531300,21.136431
2009-03-06,25.99,26.700001,24.620001,25.51,6635100,21.295038
2009-03-09,25.120001,26.559999,25.030001,25.780001,6633800,21.520427
2009-03-10,26.790001,27.91,26.41,27.84,10167500,23.240057
2009-03-11,28.02,29.17,27.43,28.68,7885300,23.941266
2009-03-12,28.629999,30.0,27.719999,29.9,5796500,24.959688
2009-03-13,30.02,30.5,28.780001,29.65,5375400,24.750995
2009-03-16,29.99,31.549999,29.709999,30.1,5595600,25.126643
2009-03-17,30.200001,30.74,29.290001,30.74,4135500,25.660896
2009-03-18,30.43,31.610001,29.190001,31.059999,6106600,25.928023
2009-03-19,31.51,32.75,31.51,31.83,6061800,26.570798
2009-03-20,31.889999,32.450001,30.610001,30.719999,6682000,25.6442
2009-03-23,31.299999,34.400002,31.299999,34.400002,6737800,28.716164
2009-03-24,33.889999,35.73,33.279999,34.970001,8520300,29.191984
2009-03-25,35.290001,36.080002,33.169998,34.669998,7760600,28.94155
2009-03-26,35.02,36.16,34.790001,35.919998,5852800,29.985015
2009-03-27,35.200001,36.009998,34.810001,35.07,4213700,29.505457
2009-03-30,33.990002,34.029999,31.790001,32.400002,6988500,27.259107
2009-03-31,33.080002,33.5,32.349998,32.869999,6935500,27.65453
2009-04-01,32.099998,34.68,31.879999,34.259998,9670100,28.823978
2009-04-02,35.060001,36.75,34.849998,36.07,6862400,30.346788
2009-04-03,35.959999,37.52,35.73,37.299999,7373800,31.381624
2009-04-06,36.91,37.150002,35.799999,36.959999,4271500,31.095571
2009-04-07,36.279999,36.279999,34.91,34.98,5468000,29.429737
2009-04-08,35.130001,35.849998,33.779999,34.43,7058500,28.967006
2009-04-09,35.540001,37.599998,35.5,37.470001,5405400,31.524651
2009-04-13,37.130001,37.860001,36.099998,37.470001,3826300,31.524651
2009-04-14,37.009998,38.389999,36.599998,37.02,3829200,31.146052
2009-04-15,36.619999,39.200001,36.560001,39.139999,5792500,32.929672
2009-04-16,39.009998,40.599998,38.360001,40.209999,6691000,33.829895
2009-04-17,39.709999,40.360001,39.029999,39.439999,5631400,33.18207
2009-04-20,38.849998,38.849998,36.59,36.720001,5300800,30.893654
2009-04-21,35.91,38.110001,35.77,37.900002,6207400,31.886424
2009-04-22,37.540001,40.490002,37.299999,39.189999,8560900,32.971738
2009-04-23,38.889999,40.080002,37.580002,38.830002,6200300,32.668861
2009-04-24,39.009998,41.139999,38.799999,40.52,5563700,34.090709
2009-04-27,40.0,40.450001,38.82,39.310001,4667300,33.0727
2009-04-28,38.799999,39.349998,38.009998,38.450001,4053500,32.349155
2009-04-29,38.950001,40.75,38.700001,40.209999,4993200,33.829895
2009-04-30,40.860001,42.98,40.630001,41.259998,6132500,34.713291
2009-05-01,41.27,43.240002,41.259998,42.880001,5413200,36.076249
2009-05-04,43.439999,45.5,43.389999,45.080002,5521700,37.927176
2009-05-05,44.810001,45.689999,44.380001,45.400002,4207200,38.196402
2009-05-06,46.049999,47.490002,45.130001,47.049999,7137700,39.584595
2009-05-07,47.709999,47.98,43.27,43.799999,7817100,36.850271
2009-05-08,44.119999,45.77,44.119999,44.91,5944800,37.784149
2009-05-11,44.240002,44.580002,43.389999,43.82,4349900,36.867098
2009-05-12,44.279999,44.84,42.580002,43.709999,5549300,36.774551
2009-05-13,42.830002,43.07,40.82,41.060001,5712400,34.545028
2009-05-14,41.07,42.169998,40.5,41.779999,5481400,35.150783
2009-05-15,41.75,43.029999,41.450001,41.91,4325500,35.260157
2009-05-18,42.52,44.5,42.220001,44.470001,5450300,37.413964
2009-05-19,44.41,44.75,41.509998,43.82,6450700,36.867098
2009-05-20,44.52,47.5,44.0,44.330002,10621300,37.296179
2009-05-21,43.299999,43.32,41.200001,41.57,9265600,34.974105
2009-05-22,41.77,43.68,41.57,41.900002,7203300,35.251745
2009-05-26,41.610001,43.330002,41.189999,42.790001,4292400,36.000529
2009-05-27,43.150002,44.349998,42.68,42.790001,4568100,36.000529
2009-05-28,43.040001,43.34,41.220001,41.849998,6312800,35.209676
2009-05-29,42.18,43.470001,42.18,43.470001,4918600,36.572634
2009-06-01,44.740002,47.25,44.560001,46.959999,8917100,39.508875
2009-06-02,46.889999,47.52,45.91,46.389999,5924800,39.029317
2009-06-03,46.029999,46.16,44.189999,44.73,6844900,37.632709
2009-06-04,45.439999,46.799999,45.0,46.419998,4179200,39.054556
2009-06-05,47.150002,47.66,45.75,46.470001,5414700,39.096625
2009-06-08,45.709999,46.389999,44.610001,45.799999,5156800,38.532932
2009-06-09,46.009998,46.900002,45.400002,45.939999,4209600,38.650718
2009-06-10,46.650002,46.93,44.5,45.709999,4131400,38.457212
2009-06-11,45.869999,46.0,45.02,45.080002,5435400,37.927176
2009-06-12,44.68,44.779999,43.700001,44.77,3587300,37.666363
2009-06-15,44.080002,44.240002,42.41,43.099998,4775000,36.261339
2009-06-16,43.360001,44.02,41.279999,41.619999,5235500,35.016171
2009-06-17,41.41,41.470001,39.150002,40.950001,6333600,34.452481
2009-06-18,41.310001,41.34,40.0,40.48,4214700,34.057055
2009-06-19,41.16,41.16,39.93,40.060001,4649600,33.703697
2009-06-22,39.580002,39.59,38.540001,38.93,6285900,32.752993
2009-06-23,39.139999,39.68,38.470001,39.25,4428900,33.022219
2009-06-24,39.830002,40.889999,39.689999,39.990002,4497200,33.644804
2009-06-25,40.619999,42.200001,40.200001,42.110001,5737300,35.428424
2009-06-26,41.740002,42.389999,41.540001,41.779999,7405600,35.386075
2009-06-29,41.919998,42.84,41.57,42.150002,3001800,35.699454
2009-06-30,41.130001,41.66,39.43,39.950001,7633400,33.836136
2009-07-01,40.310001,41.25,40.25,40.369999,4189600,34.191859
2009-07-02,39.610001,39.759998,38.529999,38.529999,4160800,32.633448
2009-07-06,38.23,38.32,37.119999,38.02,4711900,32.201499
2009-07-07,37.900002,38.110001,35.950001,35.98,4534800,30.473696
2009-07-08,36.23,36.290001,35.150002,35.84,7314900,30.355122
2009-07-09,36.34,36.59,35.549999,35.669998,5792000,30.211136
2009-07-10,35.310001,35.93,34.900002,35.310001,4776300,29.906233
2009-07-13,35.369999,36.619999,34.959999,36.59,4264800,30.990343
2009-07-14,36.740002,36.919998,35.779999,36.880001,3566000,31.235963
2009-07-15,37.490002,38.740002,37.41,38.669998,4597200,32.752023
2009-07-16,38.580002,39.169998,38.099998,39.0,3868200,33.031522
2009-07-17,38.810001,38.970001,38.130001,38.380001,4121600,32.506406
2009-07-20,38.950001,39.830002,38.5,39.790001,4789200,33.700623
2009-07-21,41.650002,42.25,40.040001,40.540001,7082300,34.335844
2009-07-22,39.93,40.900002,39.810001,40.169998,3921000,34.022466
2009-07-23,40.119999,42.389999,40.0,42.099998,5362300,35.657103
2009-07-24,41.849998,42.48,40.900002,42.360001,4293800,35.877315
2009-07-27,42.360001,42.75,41.82,42.720001,2597700,36.182222
2009-07-28,42.130001,42.369999,41.25,42.139999,3547000,35.690982
2009-07-29,41.639999,41.639999,40.73,41.18,3235100,34.877899
2009-07-30,42.080002,43.299999,41.889999,42.869999,5202400,36.309264
2009-07-31,42.880001,44.27,42.610001,43.740002,5381700,37.046123
2009-08-03,44.439999,45.880001,44.400002,45.439999,5163200,38.485956
2009-08-04,45.189999,46.400002,44.720001,45.639999,5424300,38.655349
2009-08-05,45.799999,45.869999,44.68,45.450001,4411500,38.494428
2009-08-06,45.950001,46.240002,44.880001,45.360001,3132300,38.418201
2009-08-07,46.029999,47.0,45.400002,46.310001,3397500,39.222816
2009-08-10,46.16,46.25,45.119999,45.52,3445300,38.553715
2009-08-11,45.09,45.240002,44.07,44.860001,4000100,37.99472
2009-08-12,44.689999,46.240002,44.380001,45.799999,4471000,38.790863
2009-08-13,46.139999,46.279999,45.169998,45.630001,3548200,38.646881
2009-08-14,45.419998,45.75,43.970001,44.529999,4039200,37.715221
2009-08-17,43.619999,43.84,42.189999,42.470001,4355000,35.970481
2009-08-18,42.669998,45.18,42.669998,45.09,7344600,38.189521
2009-08-19,43.220001,44.360001,42.610001,43.779999,13947500,37.079999
2009-08-20,43.82,44.490002,43.720001,43.990002,5478700,37.257864
2009-08-21,44.389999,45.110001,44.02,44.799999,5245300,37.943901
2009-08-24,45.099998,46.209999,44.990002,45.349998,4556400,38.40973
2009-08-25,45.57,46.759998,45.290001,46.310001,5101900,39.222816
2009-08-26,46.040001,46.060001,44.900002,45.130001,4694900,38.2234
2009-08-27,44.900002,45.41,44.02,45.07,3463700,38.172581
2009-08-28,45.32,45.77,44.049999,44.43,4054100,37.630526
2009-08-31,43.919998,44.040001,43.080002,43.599998,3884300,36.927546
2009-09-01,43.369999,44.349998,42.360001,42.490002,5073900,35.987421
2009-09-02,42.439999,42.610001,41.029999,41.220001,6717400,34.911779
2009-09-03,40.709999,41.279999,40.360001,41.220001,6721200,34.911779
2009-09-04,41.200001,42.18,40.799999,42.18,6684300,35.724861
2009-09-08,42.799999,43.049999,42.110001,42.779999,3683200,36.233037
2009-09-09,42.849998,43.380001,42.310001,43.009998,4423400,36.427838
2009-09-10,42.700001,43.029999,41.91,43.029999,5644000,36.444778
2009-09-11,43.099998,43.77,42.610001,43.0,3821200,36.41937
2009-09-14,42.509998,43.310001,42.099998,43.259998,4320300,36.639579
2009-09-15,43.419998,45.619999,43.150002,45.169998,8080600,38.257276
2009-09-16,44.709999,45.380001,44.389999,45.200001,6699200,38.282687
2009-09-17,44.990002,46.200001,44.669998,45.919998,8265600,38.892498
2009-09-18,46.279999,46.310001,44.880001,45.07,6195400,38.172581
2009-09-21,44.41,45.380001,44.009998,44.880001,3753500,38.01166
2009-09-22,45.0,47.040001,44.810001,46.18,6290200,39.11271
2009-09-23,46.400002,46.509998,45.330002,45.389999,3824700,38.443609
2009-09-24,45.560001,45.790001,44.02,44.43,4841500,37.630526
2009-09-25,44.23,44.75,43.470001,43.939999,3946600,37.215513
2009-09-28,44.16,44.389999,42.369999,42.57,7605000,36.286404
2009-09-29,42.779999,43.709999,42.59,43.200001,5666500,36.823413
2009-09-30,43.650002,43.700001,42.080002,42.919998,5135800,36.584741
2009-10-01,42.639999,42.849998,41.389999,41.400002,5323300,35.289105
2009-10-02,40.720001,41.759998,40.279999,41.130001,6159800,35.058958
2009-10-05,41.450001,42.330002,41.27,42.119999,4009900,35.902826
2009-10-06,42.41,44.07,42.41,43.110001,5623200,36.746697
2009-10-07,43.040001,43.389999,42.150002,42.630001,4290700,36.337549
2009-10-08,43.200001,43.880001,42.740002,43.119999,4761700,36.75522
2009-10-09,42.990002,43.200001,42.41,42.970001,4362800,36.627363
2009-10-12,43.41,43.75,42.189999,42.610001,4882300,36.320501
2009-10-13,42.52,42.77,42.119999,42.650002,4501700,36.354597
2009-10-14,43.169998,43.830002,42.790001,43.75,6190800,37.292229
2009-10-15,43.529999,44.220001,43.349998,44.049999,5347700,37.547947
2009-10-16,43.560001,44.169998,43.029999,44.040001,4998300,37.539424
2009-10-19,44.16,46.400002,44.16,46.040001,9232200,39.244212
2009-10-20,47.169998,47.189999,45.389999,46.009998,6889000,39.218638
2009-10-21,45.389999,49.68,45.389999,48.099998,15985300,41.000141
2009-10-22,47.630001,48.669998,47.27,48.380001,9052600,41.238813
2009-10-23,48.650002,49.450001,47.880001,48.080002,6008100,40.983096
2009-10-26,48.330002,49.880001,47.889999,48.040001,7074900,40.948999
2009-10-27,48.32,48.700001,46.73,46.919998,5001600,39.994316
2009-10-28,46.75,47.110001,45.310001,45.419998,5768700,38.715725
2009-10-29,45.82,47.849998,45.700001,47.509998,5129700,40.497228
2009-10-30,47.400002,47.599998,45.25,45.549999,6210600,38.826537
2009-11-02,45.799999,47.049999,45.189999,46.299999,4228800,39.465833
2009-11-03,45.610001,47.599998,45.470001,47.209999,4414900,40.241511
2009-11-04,47.75,48.0,46.529999,46.759998,5008100,39.857933
2009-11-05,47.060001,48.16,47.060001,48.110001,5110400,41.008667
2009-11-06,47.790001,48.59,46.849998,47.16,4667900,40.198892
2009-11-09,47.77,48.860001,47.77,48.48,4644100,41.324051
2009-11-10,48.290001,49.27,48.25,48.349998,4317600,41.213239
2009-11-11,49.009998,49.040001,47.77,48.009998,4020600,40.923425
2009-11-12,48.080002,48.5,47.32,47.41,3372100,40.41199
2009-11-13,47.549999,48.16,47.259998,47.580002,3121700,40.556899
2009-11-16,47.860001,49.970001,47.799999,48.91,6373700,41.690581
2009-11-17,49.139999,49.25,48.18,49.150002,4509700,41.895157
2009-11-18,50.52,52.279999,50.27,51.459999,13402300,43.864184
2009-11-19,51.259998,51.830002,50.119999,50.889999,6958600,43.37832
2009-11-20,50.689999,51.049999,49.779999,50.830002,5691700,43.327179
2009-11-23,53.110001,53.59,51.540001,51.849998,7330000,44.196618
2009-11-24,51.98,52.580002,51.5,52.290001,8441400,44.571673
2009-11-25,51.68,54.150002,51.27,53.700001,14292200,45.773548
2009-11-27,51.860001,53.279999,51.82,52.360001,3340200,44.63134
2009-11-30,53.82,53.82,52.810001,53.509998,7062700,45.611591
2009-12-01,54.25,55.139999,53.509998,54.049999,6344600,46.071885
2009-12-02,54.09,54.299999,53.43,54.0,4800600,46.029266
2009-12-03,54.48,54.619999,54.060001,54.400002,7813800,46.370224
2009-12-04,55.040001,55.400002,53.720001,54.240002,10537200,46.233841
2009-12-07,54.099998,54.470001,53.34,53.610001,4311200,45.696832
2009-12-08,53.16,53.16,52.060001,52.27,4555100,44.554625
2009-12-09,52.509998,52.889999,51.610001,52.639999,3643800,44.870009
2009-12-10,52.959999,53.98,52.23,52.400002,3951900,44.665437
2009-12-11,52.529999,53.049999,52.23,52.439999,3112800,44.69953
2009-12-14,52.759998,53.360001,52.700001,53.259998,3066400,45.398493
2009-12-15,53.150002,53.810001,53.099998,53.509998,3193200,45.611591
2009-12-16,53.740002,54.849998,53.529999,54.529999,5043600,46.481033
2009-12-17,54.060001,54.869999,53.200001,54.139999,4846700,46.1486
2009-12-18,54.470001,55.189999,54.310001,54.830002,7481100,46.736754
2009-12-21,55.110001,55.740002,54.900002,55.580002,3714500,47.376049
2009-12-22,55.560001,56.689999,55.419998,56.59,3497500,48.236966
2009-12-23,56.68,56.869999,55.759998,56.060001,2642200,47.785198
2009-12-24,56.209999,56.700001,56.139999,56.330002,869300,48.015345
2009-12-28,56.360001,56.73,55.669998,55.93,1997300,47.674386
2009-12-29,55.77,56.009998,54.889999,54.93,2702000,47.057575
2009-12-30,54.759998,55.09,54.290001,54.77,2083600,46.920506
2009-12-31,55.130001,55.189999,54.009998,54.09,1864700,46.337962
2010-01-04,54.740002,56.200001,54.34,56.060001,3974600,48.025628
2010-01-05,56.189999,56.560001,55.599998,55.849998,3007400,47.845722
2010-01-06,55.57,56.040001,55.220001,55.700001,2854500,47.717221
2010-01-07,55.380001,56.130001,55.169998,56.099998,2694000,48.059892
2010-01-08,55.779999,57.75,55.299999,57.630001,4165500,49.370619
2010-01-11,58.259998,60.16,58.16,59.950001,8119900,51.358122
2010-01-12,58.889999,58.970001,56.459999,57.389999,8129400,49.165014
2010-01-13,57.75,58.540001,55.889999,58.290001,6647000,49.936029
2010-01-14,58.700001,58.869999,57.779999,58.349998,4170800,49.987428
2010-01-15,58.360001,58.59,55.959999,56.330002,6654200,48.256932
2010-01-19,56.369999,57.689999,56.139999,57.66,3618800,49.396319
2010-01-20,57.07,57.099998,55.610001,56.110001,3804200,48.068461
2010-01-21,55.93,56.470001,54.66,55.450001,5413200,47.503051
2010-01-22,55.200001,55.200001,52.869999,53.02,6205900,45.421312
2010-01-25,53.73,58.0,53.060001,53.689999,4313400,45.995288
2010-01-26,53.48,54.330002,52.779999,53.41,3479300,45.755417
2010-01-27,52.529999,53.41,50.619999,52.389999,6772900,44.881601
2010-01-28,52.32,52.52,50.18,51.110001,4456300,43.785048
2010-01-29,51.400002,52.330002,49.689999,49.950001,5507600,42.791296
2010-02-01,50.369999,51.860001,50.240002,51.349998,3836700,43.99065
2010-02-02,51.799999,52.860001,51.610001,52.450001,3678000,44.933003
2010-02-03,52.169998,53.169998,51.75,51.84,2497200,44.410426
2010-02-04,51.349998,51.450001,49.68,49.869999,4636500,42.72276
2010-02-05,49.759998,50.169998,48.330002,49.82,5771500,42.679927
2010-02-08,49.84,50.59,48.84,48.959999,3775400,41.943179
2010-02-09,49.900002,51.360001,49.73,50.32,5841600,43.108268
2010-02-10,50.439999,50.650002,49.43,50.049999,3155300,42.876963
2010-02-11,49.91,52.509998,49.849998,52.32,5045200,44.821633
2010-02-12,51.470001,53.16,51.110001,53.110001,5683500,45.498413
2010-02-16,53.759998,54.549999,53.540001,53.779999,6325800,46.072389
2010-02-17,57.689999,58.049999,56.049999,56.48,17375400,48.385433
2010-02-18,56.919998,57.52,56.450001,57.259998,6090000,49.053644
2010-02-19,57.110001,57.720001,56.599998,57.279999,4262100,49.070778
2010-02-22,57.599998,57.75,56.490002,56.700001,4127600,48.573904
2010-02-23,56.580002,57.439999,55.450001,56.09,4890200,48.051327
2010-02-24,56.299999,56.990002,55.740002,56.18,3982800,48.128429
2010-02-25,55.27,57.119999,54.599998,56.959999,5749000,48.79664
2010-02-26,57.34,57.490002,56.240002,57.299999,4068600,49.087912
2010-03-01,57.450001,58.459999,57.450001,58.290001,3529600,49.936029
