Date,Open,High,Low,Close,Volume,Adj Close
2009-01-02,53.000003,53.899995,52.579996,53.65,2467600,39.091382
2009-01-05,53.509996,53.739999,52.600001,52.979998,2416300,38.603193
2009-01-06,53.180005,53.899995,52.250001,52.749995,2537100,38.435605
2009-01-07,52.009996,52.730002,51.349996,51.620001,3944400,37.612249
2009-01-08,51.49,51.709999,50.649998,51.159996,2881700,37.277072
2009-01-09,50.869998,51.450001,49.989999,50.450004,3817300,36.759745
2009-01-12,50.459994,50.759994,49.880003,50.559999,2424700,36.839893
2009-01-13,51.779993,52.669999,51.299995,52.229995,4678500,38.056714
2009-01-14,51.509993,52.040003,50.999999,51.359999,2770600,37.422802
2009-01-15,51.179997,52.64,50.810003,52.389992,3231000,38.173293
2009-01-16,52.979998,53.499994,52.759998,53.220003,5209800,38.77807
2009-01-20,53.220003,53.899995,51.98,52.040003,3538800,37.918278
2009-01-21,52.319998,52.859999,51.290005,52.759998,2959900,38.442893
2009-01-22,52.210002,53.480001,51.579998,53.310002,3942300,38.843646
2009-01-23,53.000003,53.079999,51.509993,51.990003,4296000,37.881846
2009-01-26,50.959997,52.589999,50.769997,51.659999,5392600,37.641393
2009-01-27,51.860002,52.5,51.380004,52.089996,3154400,37.954705
2009-01-28,52.839994,52.839994,51.560005,52.169992,3968500,38.012993
2009-01-29,51.98,53.000003,51.900004,52.340003,3044700,38.136869
2009-01-30,52.330001,52.669999,50.939996,51.470006,3665200,37.502957
2009-02-02,51.060002,51.419994,50.369995,50.980002,2899700,37.145922
2009-02-03,51.05,51.729993,50.099995,51.519995,3699600,37.539381
2009-02-04,51.869996,51.869996,50.289995,50.559999,2583800,36.839893
2009-02-05,50.639996,51.560005,49.279999,51.290005,3737200,37.371802
2009-02-06,51.129996,51.999993,50.000001,51.479997,4802100,37.510237
2009-02-09,51.219999,51.640002,50.519997,50.980002,2584000,37.145922
2009-02-10,50.679994,51.029995,49.019997,49.319997,3492500,35.936381
2009-02-11,49.669994,50.350002,49.439991,50.249997,2561300,36.614013
2009-02-12,50.109997,50.440001,49.000003,50.440001,2935300,36.752457
2009-02-13,50.249997,50.97,49.689999,49.759996,2495000,36.256981
2009-02-17,48.919995,49.960003,48.500001,48.799997,3316200,35.557489
2009-02-18,49.019997,49.300004,48.119992,48.430003,2559800,35.287898
2009-02-19,48.409998,49.16,48.409998,48.770001,3005600,35.535633
2009-02-20,48.030001,48.64,47.529998,47.990003,3076900,34.967298
2009-02-23,48.340004,48.409998,46.919999,47.010002,2927000,34.253233
2009-02-24,47.290005,48.380002,47.010002,48.169993,3937700,35.098445
2009-02-25,48.030001,48.37,46.970004,47.540001,3249500,34.639409
2009-02-26,47.909995,47.969998,46.649999,46.660001,3089300,33.998209
2009-02-27,46.429999,47.519996,46.029997,47.110004,3645300,34.326098
2009-03-02,46.880001,46.960002,45.799995,45.870001,3405800,33.422585
2009-03-03,45.960004,46.48,45.149998,46.099995,4913500,33.590168
2009-03-04,46.019995,46.689997,45.11,46.099995,3240200,34.033113
2009-03-05,45.809998,45.809998,43.729998,44.169997,3854800,32.6083
