,Open,High,Low,Close,Volume,Adj Close
1984-07-13,2.38188405312,2.405011,2.35875988125,26.00001,1355669.99652,2.405011
1984-07-16,2.393448,2.40501147573,2.37032382355,25.875,681078.093194,2.393448
1984-07-17,2.41657125092,2.5090734713,2.40501055463,27.0,3064852.59318,2.49751
1984-07-18,2.49751028571,2.52063445595,2.428135,26.25,2432422.41473,2.428135
1984-07-19,2.42813492537,2.42813492537,2.30094783048,25.125,3107014.32658,2.324072
1984-07-20,2.32407217123,2.3818839868,2.28938452688,24.87501,3544850.11352,2.300948
1984-07-23,2.28938452688,2.31250869811,2.26626035565,24.87501,2815123.42043,2.300948
1984-07-24,2.28938447285,2.28938447285,2.23157265864,24.62499,7002133.18913,2.277821
1984-07-25,2.25469734848,2.30094847551,2.25469734848,24.75,7851857.59494,2.289385
1984-07-26,2.28938424805,2.370323,2.28938424805,25.62501,972969.042616,2.370323
1984-07-27,2.38188395171,2.532198,2.37032325377,27.375,3522147.55718,2.532198
1984-07-30,2.47438594364,2.49751011227,2.43969830319,26.49999,1657290.587,2.451259
1984-07-31,2.451259,2.46282247182,2.42813483137,26.49999,1634587.97622,2.451259
1984-08-01,2.40501101059,2.52063464547,2.37032336512,26.87499,4628088.6998,2.485947
1984-08-02,2.47438664955,2.520635,2.45125969931,27.24999,12252919.8658,2.520635
1984-08-03,2.54376135774,2.61313664226,2.53219788531,27.87501,13005352.0663,2.578449
1984-08-06,2.63626064,2.64782411167,2.57844883167,28.125,9687528.46835,2.601573
1984-08-07,2.60157347378,2.62469764632,2.57844930124,27.99999,2857285.24484,2.59001
1984-08-08,2.59000969741,2.62469733968,2.578449,27.87501,2886474.64813,2.578449
1984-08-09,2.6015731875,2.659385,2.57844901751,28.74999,11539412.0543,2.659385
1984-08-10,2.77501212712,2.79813630318,2.68251264789,29.49999,8464827.87243,2.728761
1984-08-13,2.72876016901,2.72876016901,2.68251183099,29.25,865942.425367,2.705636
1984-08-14,2.71720012414,2.71720012414,2.63626135065,28.875,2289719.8711,2.670949
1984-08-15,2.65938547139,2.65938547139,2.5437618259,27.75,1637830.81913,2.566886
1984-08-16,2.5437619977,2.65938565099,2.53219852236,28.37499,4031333.80336,2.624698
1984-08-17,2.636261,2.64782447325,2.62469752675,28.5,1877830.00242,2.636261
1984-08-20,2.636261,2.636261,2.60157335526,28.5,1845397.70531,2.636261
1984-08-21,2.61313671358,2.69407269773,2.5900097681,29.00001,7229159.34281,2.682512
1984-08-22,2.70563647404,2.70563647404,2.63626117983,29.12499,3849713.40383,2.694073
1984-08-23,2.694073,2.71719994808,2.67094882694,29.12499,3548093.06132,2.694073
1984-08-24,2.68251247479,2.69407317456,2.63626135065,28.875,1534047.44905,2.670949
1984-08-27,2.67094917609,2.67094917609,2.60157387281,28.62501,1527560.88979,2.647825
1984-08-28,2.647825,2.68251265164,2.63626152445,28.62501,1799992.13128,2.647825
1984-08-29,2.65938517149,2.65938517149,2.62469752675,28.5,2795664.01051,2.636261
1984-08-30,2.61313694755,2.61313694755,2.57844930124,27.99999,1281075.67731,2.59001
1984-08-31,2.543762,2.56688617568,2.50907434898,27.50001,1521074.45862,2.543762
1984-09-04,2.56688564384,2.56688564384,2.50907382911,27.375,15045343.0182,2.532198
1984-09-05,2.53219847512,2.54376195024,2.49751082477,27.24999,2198909.38831,2.520635
1984-09-06,2.5206348768,2.566886,2.50907417726,27.75,5396733.62978,2.566886
1984-09-07,2.56688552757,2.60157316984,2.56688552757,27.87501,17523171.3751,2.578449
1984-09-10,2.56333026743,2.61057868751,2.56333026743,27.50001,8898354.30058,2.598768
1984-09-11,2.76414321064,2.76414321064,2.68145422087,29.00001,8218993.47058,2.740519
1984-09-12,2.72870479526,2.76414251988,2.70508059053,29.12499,3034901.39878,2.752329
1984-09-13,2.76414257842,2.92951768511,2.76414257842,30.87501,9930095.57985,2.917707
1984-09-14,2.976769,3.00039320579,2.95314479421,31.5,5971390.45724,2.976769
1984-09-17,2.9531445534,3.02402,2.92951751452,32.00001,3863467.7188,3.02402
1984-09-18,3.02402073188,3.02402073188,2.9649559554,31.62501,1238087.13695,2.988583
1984-09-19,2.929518,2.96495572917,2.90589379222,30.99999,4307908.64879,2.929518
1984-09-20,2.9295182798,3.09489625508,2.9295182798,32.25,4215845.34944,3.047645
1984-09-21,3.07126947114,3.08308299467,2.98858331149,31.74999,6479322.00804,3.000394
1984-09-24,3.00039313584,3.01220665597,2.87045575451,30.87501,1114278.62805,2.917707
1984-09-25,2.88226979053,2.91770752224,2.85864274605,30.75,1647608.27477,2.905894
1984-09-26,2.92951842236,2.92951842236,2.8704564769,30.50001,3165058.4404,2.88227
1984-09-27,2.90589426506,2.941332,2.90589426506,31.125,4323780.85847,2.941332
1984-09-28,2.95314546857,2.95314546857,2.8586429538,30.50001,2053954.67496,2.88227
1984-10-01,2.8113942527,2.8113942527,2.764143,29.25,7663442.15911,2.764143
1984-10-02,2.764143,2.77595652193,2.7168917473,29.25,4320606.78482,2.764143
1984-10-03,2.74051898945,2.74051898945,2.61057874388,28.125,5174569.10337,2.65783
1984-10-04,2.64601647722,2.68145421055,2.64601647722,28.125,1784115.23687,2.65783
1984-10-05,2.66964304131,2.66964304131,2.646016,27.99999,6184087.38118,2.646016
1984-10-08,2.646016,2.646016,2.57514054612,27.99999,1790464.72433,2.646016
1984-10-09,2.646016,2.66964304131,2.63420531436,27.99999,6857098.94422,2.646016
1984-10-10,2.63420578945,2.66964352278,2.61057874388,28.125,3793625.81504,2.65783
1984-10-11,2.68145422087,2.76414321064,2.68145422087,29.00001,11457067.3756,2.740519
1984-10-12,2.76414275155,2.83501820672,2.76414275155,29.75001,10412631.5415,2.811394
1984-10-15,2.78776726847,2.85864273153,2.77595658131,29.87499,10228504.6017,2.823205
1984-10-16,2.82320447999,2.835018,2.81139379501,30.0,5857105.66917,2.835018
1984-10-17,2.811394,2.85864241343,2.78776695827,29.75001,1987288.82469,2.811394
1984-10-18,2.81139382391,2.917707,2.81139382391,30.87501,11888813.2821,2.917707
1984-10-19,2.95314546857,2.96495615665,2.84683226572,30.50001,10968181.4559,2.88227
1984-10-22,2.89408020726,2.9058937284,2.870456,30.375,3520612.23025,2.870456
1984-10-23,2.89408020726,2.92951793565,2.84683179274,30.375,2765061.54423,2.870456
1984-10-24,2.90589425815,2.90589425815,2.84683231173,30.24999,431743.170448,2.858643
1984-10-25,2.85864220499,2.870455725,2.81139379501,30.0,1876178.56395,2.835018
1984-10-26,2.811394,2.83501820672,2.79958047913,29.75001,1292055.19433,2.811394
1984-10-29,2.823205,2.84683204436,2.81139431284,29.87499,399997.386658,2.823205
1984-10-30,2.8350182716,2.89408020726,2.82320475047,30.375,10876120.3795,2.870456
1984-10-31,2.85864220499,2.870455725,2.835018,30.0,3279344.25813,2.835018
1984-11-01,2.85864227414,2.89408,2.85864227414,30.62499,10815804.0825,2.89408
1984-11-02,2.88226958445,2.96495572917,2.88226958445,30.99999,2558713.61159,2.929518
1984-11-05,2.92951822353,3.00039368728,2.92951822353,31.62501,844438.919046,2.988583
1984-11-06,3.00039296112,3.03583068442,2.9885822767,32.00001,4463463.93807,3.02402
1984-11-07,3.01220648056,3.02402,2.97676875726,32.00001,3282518.99855,3.02402
1984-11-08,3.012207,3.012207,2.97676927059,31.875,2831727.69999,3.012207
1984-11-09,3.01220720958,3.01220720958,2.988583,31.62501,2114271.88002,2.988583
1984-11-12,3.01220693609,3.01220693609,2.91770727134,31.25001,568250.301628,2.953145
1984-11-13,2.97676946341,2.97676946341,2.85864274605,30.75,996818.879147,2.905894
1984-11-14,2.92951775341,2.976769,2.92951775341,31.5,2876172.11816,2.976769
1984-11-15,3.00039296112,3.07126840772,3.00039296112,32.00001,7803125.43369,3.02402
1984-11-16,3.02402073188,3.04764494146,2.988583,31.62501,3114265.33678,2.988583
1984-11-19,2.97676920743,2.97676920743,2.94133147877,31.25001,812693.168808,2.953145
1984-11-20,2.9649554796,2.976769,2.94133127381,31.5,3076170.84161,2.976769
1984-11-21,2.95314479421,3.00039320579,2.92951775341,31.5,2987282.52007,2.976769
1984-11-23,2.97676933131,3.071269,2.97676933131,32.49999,2542840.62939,3.071269
1984-11-26,3.05945804134,3.05945804134,3.01220679368,32.12499,2028558.43524,3.035831
1984-11-27,3.03583126987,3.071269,3.02402058317,32.49999,3266645.45274,3.071269
1984-11-28,3.09489579349,3.11852,3.07126875196,33.0,2171414.64541,3.11852
1984-11-29,3.094896,3.10670668653,3.08308247845,32.75001,6168213.99782,3.094896
1984-11-30,3.08308224765,3.08308224765,2.9767690667,32.12499,9590414.76189,3.035831
1984-12-03,3.01220706145,3.09489604344,3.00039353973,32.49999,4203147.30751,3.071269
1984-12-04,3.05945812997,3.21301972801,3.04764460896,33.62499,10593582.6326,3.177582
1984-12-05,3.18939545455,3.20120897531,3.11852,33.0,17679251.6963,3.11852
1984-12-06,3.11851979504,3.17758172494,3.11851979504,33.24999,13434835.3557,3.142144
1984-12-07,3.14214396032,3.18939520466,3.14214396032,33.50001,2638078.52589,3.165771
1984-12-10,3.186454,3.23454948045,3.16240337393,33.12501,10151275.4507,3.186454
1984-12-11,3.21050205682,3.22252737104,3.174429,33.0,18783756.0708,3.174429
1984-12-12,3.17442894382,3.22252731401,3.16240362981,33.375,18652772.2144,3.210502
1984-12-13,3.19847642719,3.22252705326,3.17442868696,33.12501,21515714.0812,3.186454
1984-12-14,3.18645451182,3.27062305906,3.17442919686,33.62499,17898052.3668,3.23455
1984-12-17,3.22252787508,3.294674,3.1143086877,34.25001,3926406.30818,3.294674
1984-12-18,3.34276936869,3.45098855205,3.33074693888,35.00001,9870592.8725,3.36682
1984-12-19,3.36682,3.40289306112,3.35479468434,35.00001,5541877.89398,3.36682
1984-12-20,3.35479487312,3.39086793628,3.258601,33.87501,7728065.64351,3.258601
1984-12-21,3.25860010652,3.28264784675,3.186454,33.12501,2242324.74625,3.186454
1984-12-24,3.21050189011,3.30669574135,3.21050189011,34.125,682989.007655,3.282648
1984-12-26,3.30669574135,3.30669574135,3.282648,34.125,804617.1871,3.282648
1984-12-27,3.29467320568,3.3668193132,3.27062257927,34.875,6764398.2015,3.354794
1984-12-28,3.35479431433,3.36681962866,3.33074657152,34.74999,4918144.28966,3.342769
1984-12-31,3.29467325905,3.318721,3.19847652356,34.5,3340096.98315,3.318721
1985-01-02,3.29467357131,3.306696,3.23454988447,34.37499,1693438.36597,3.306696
1985-01-03,3.29467357131,3.306696,3.27062294223,34.37499,907533.267951,3.306696
1985-01-04,3.28264881115,3.30669655844,3.222528,33.50001,5148924.99088,3.222528
1985-01-07,3.24657568367,3.258601,3.1864548737,33.87501,3134263.91111,3.258601
1985-01-08,3.24657525635,3.28264831475,3.24657525635,33.99999,3511623.51087,3.270623
1985-01-09,3.2946736295,3.2946736295,3.2586005711,33.99999,4113527.00785,3.270623
1985-01-10,3.28264814453,3.40289262825,3.2706228304,35.12499,7263385.06299,3.378842
1985-01-11,3.37884174056,3.37884174056,3.33074625944,34.875,4893195.37951,3.354794
1985-01-14,3.36681993953,3.42694074503,3.31872156361,35.37501,4837058.39502,3.402893
1985-01-15,3.487061,3.51111162708,3.43896551752,36.24999,12125393.9452,3.487061
1985-01-16,3.51111250549,3.63135412761,3.51111250549,36.99999,10257307.281,3.559208
1985-01-17,3.57123294,3.63135374472,3.53515988,37.5,4035560.05507,3.607306
1985-01-18,3.63135316265,3.63135316265,3.48706094578,36.62499,5732117.90582,3.523134
1985-01-21,3.53516019001,3.60730631634,3.52313487367,37.37499,5242485.20686,3.595281
1985-01-22,3.58325825528,3.61933131528,3.57123294,37.5,11052569.4244,3.607306
1985-01-23,3.60730613177,3.72755063144,3.58325838617,38.49999,10653379.1689,3.7035
1985-01-24,3.70349980373,3.75159817822,3.63135368492,37.875,10803075.9358,3.643379
1985-01-25,3.72755037371,3.75159811765,3.679452,38.25,9287402.03704,3.679452
1985-01-28,3.69147711372,3.69147711372,3.58325794314,37.62501,2395139.4067,3.619331
1985-01-29,3.6193309437,3.655404,3.55920725931,38.00001,1880558.70404,3.655404
1985-01-30,3.69147711372,3.69147711372,3.619331,37.62501,5083433.89704,3.619331
1985-01-31,3.58325825528,3.607306,3.55920762472,37.5,2217374.9607,3.607306
1985-02-01,3.58325850718,3.64337931613,3.58325850718,37.74999,3293316.16582,3.631354
1985-02-04,3.63135320895,3.763623,3.63135320895,39.12501,3162332.68901,3.763623
1985-02-05,3.76362351113,3.83576963028,3.76362351113,39.62499,3480436.68801,3.811719
1985-02-06,3.84779194153,4.01613480495,3.84779194153,40.37499,19763017.893,3.883865
1985-02-07,3.88386536818,3.94398906189,3.87184293811,40.62501,5613607.20138,3.907916
1985-02-08,3.93196362369,3.99208442969,3.90791587846,41.37501,6218629.50426,3.980062
1985-02-11,3.98006136868,3.98006136868,3.90791525858,40.875,5647913.65026,3.931963
1985-02-12,3.93196337324,3.93196337324,3.883865,40.37499,3174807.04041,3.883865
1985-02-13,3.88386530723,4.00410980692,3.88386530723,41.00001,11327012.0419,3.943989
1985-02-14,3.99208388825,4.13637611175,3.99208388825,42.24999,7247791.83954,4.06423
1985-02-15,4.05220837937,4.08828144243,3.96803693694,41.625,2385782.98298,4.00411
1985-02-19,4.01613436801,4.01613436801,3.95601068654,41.25,1646658.44766,3.968036
1985-02-20,3.89589080981,3.90791612611,3.8117193674,39.87501,9558725.28723,3.83577
1985-02-21,3.83576916562,3.85981690714,3.69147694479,38.75001,10993316.1393,3.72755
1985-02-22,3.71552505882,3.73957280276,3.65540425607,38.25,3901457.33658,3.679452
1985-02-25,3.65540405686,3.65540405686,3.52313425782,37.62501,5838152.30384,3.619331
1985-02-26,3.61933088851,3.70349942802,3.60730557464,38.37501,5429606.55667,3.691477
1985-02-27,3.71552457835,3.85981679498,3.69147683752,39.50001,13154555.6945,3.799696
1985-02-28,3.79969631433,3.83576937147,3.787671,39.375,14676466.0922,3.787671
1985-03-01,3.78767155896,3.871843,3.78767155896,40.25001,6031508.97441,3.871843
1985-03-04,3.84779205958,3.85981737472,3.7996965707,39.62499,11779219.8662,3.811719
1985-03-05,3.7996965707,3.82374431514,3.7996965707,39.62499,3028229.41224,3.811719
1985-03-06,3.82374379585,3.82374379585,3.75159768649,39.12501,2435682.27822,3.763623
1985-03-07,3.73957268549,3.77564574318,3.72755025682,39.0,12368649.3062,3.751598
1985-03-08,3.76362331451,3.7996963722,3.72755025682,39.0,3839084.03832,3.751598
1985-03-11,3.77554737719,3.77554737719,3.726672,38.12499,6359157.38868,3.726672
1985-03-12,3.702236,3.71445557815,3.66558019802,37.875,22524060.4597,3.702236
1985-03-13,3.7144551535,3.76332759558,3.64114355792,37.74999,5432292.07949,3.690016
1985-03-14,3.70223520588,3.75111057553,3.69001563036,38.25,10545399.692,3.738891
1985-03-15,3.72667179779,3.75111095129,3.690016,37.74999,10566882.2767,3.690016
1985-03-18,3.73889157741,3.73889157741,3.71445535505,38.12499,920727.421141,3.726672
1985-03-19,3.71445478141,3.738891,3.69001563036,38.25,8851260.97551,3.738891
1985-03-20,3.73889122003,3.75111079627,3.69001584751,38.00001,3774982.78752,3.714455
1985-03-21,3.70223557675,3.7144551535,3.64114355792,37.74999,4210793.6345,3.690016
1985-03-22,3.70223557675,3.70223557675,3.65336020221,37.74999,2461411.43941,3.690016
1985-03-25,3.69001564311,3.73889101292,3.66557942443,37.62501,2366269.82959,3.677799
1985-03-26,3.69001622251,3.7022358,3.66558,37.5,1384160.21475,3.66558
1985-03-27,3.64114377749,3.66558,3.6289242,37.5,3050676.83695,3.66558
1985-03-28,3.66557977896,3.70223557675,3.65336020221,37.74999,34066916.4307,3.690016
1985-03-29,3.69001622251,3.7022358,3.66558,37.5,8685528.6203,3.66558
1985-04-01,3.677799,3.70223521868,3.66557942443,37.62501,3952990.32492,3.677799
1985-04-02,3.70223542375,3.73889122003,3.69001584751,38.00001,17840630.0356,3.714455
1985-04-03,3.69001644801,3.69001644801,3.61670484353,37.25001,3296203.94634,3.641144
