,0,1,2,3,Trade Price
1984-03-20,-0.295930655803,-0.0310127895258,0.0665157602361,-0.0433964833463,2.862709
1984-03-21,-0.295332239962,-0.0336191251028,0.068883639164,-0.0516253253223,2.892843
1984-03-22,-0.295460871238,-0.0330946506631,0.0650512313198,-0.0493630809204,2.862709
1984-03-23,-0.296010860858,-0.0331044605216,0.0619569341968,-0.0537035006587,2.840107
1984-03-26,-0.296176110067,-0.0333875485105,0.061858235511,-0.0521788526295,2.840107
1984-03-27,-0.295907758969,-0.0313649350933,0.0623917129716,-0.0249094762922,2.832573
1984-03-28,-0.296269818392,-0.0334952390988,0.0607904093253,-0.050779540533,2.832573
1984-03-29,-0.296651317629,-0.0322508282403,0.0574461633879,-0.0490586192825,2.802439
1984-03-30,-0.297777998555,-0.0288836138757,0.0503486940318,-0.0440015600299,2.734639
1984-04-02,-0.297957529965,-0.02800904539,0.0509627911459,-0.0413633695575,2.734639
1984-04-03,-0.298982823614,-0.0257798247024,0.0450365946172,-0.0502643501623,2.681906
1984-04-04,-0.299403097544,-0.023381498529,0.0446426266951,-0.0397815823541,2.666838
1984-04-05,-0.300298537054,-0.0200788663335,0.0394755129883,-0.0393490132996,2.614105
1984-04-06,-0.301354487518,-0.0185231655804,0.036238087976,-0.0529922427394,2.583971
1984-04-09,-0.301634433634,-0.0158478142634,0.0359431856583,-0.044140703506,2.568903
1984-04-10,-0.301620921717,-0.0155876254979,0.0369863826375,-0.0538245780367,2.576437
1984-04-11,-0.301366293277,-0.0154748046535,0.0401711726194,-0.0522489296352,2.599037
1984-04-12,-0.299671781672,-0.0182004656533,0.0531343792204,-0.0351429286551,2.704505
1984-04-13,-0.299048245432,-0.0197421903062,0.0518116635183,-0.0494225975948,2.704505
1984-04-16,-0.304504981629,0.0114983937112,-0.0567780824136,-0.0530722542036,2.678139
1984-04-17,-0.303891075722,0.0101499375106,-0.054541276335,-0.0505747268659,2.712039
1984-04-18,-0.303858062037,0.00947201153813,-0.0560614766939,-0.0537437636016,2.700738
1984-04-19,-0.303725078289,0.00856885528095,-0.0555419679899,-0.0513940996112,2.712039
1984-04-23,-0.303923489064,0.00764380054417,-0.0560649696884,-0.0527974989498,2.712039
1984-04-24,-0.303103601963,0.00620955262396,-0.0538964058325,-0.0482167839395,2.74594
1984-04-25,-0.302027051104,0.00347757836854,-0.0505376311536,-0.0481986878678,2.802439
1984-04-26,-0.301618321101,0.0014160324507,-0.0497497284643,-0.0472413142179,2.825042
1984-04-27,-0.301084054922,-0.000742441525327,-0.0490624308317,-0.0469264426463,2.847641
1984-04-30,-0.300897473194,-0.00296443435884,-0.049455106918,-0.0514660248276,2.858942
1984-05-01,-0.300131347652,-0.00540392350264,-0.046799133432,-0.0458188221273,2.904141
1984-05-02,-0.298428132751,-0.00931323004034,-0.0433062137728,-0.0491825449175,2.971942
1984-05-03,-0.298496547475,-0.011410604472,-0.0445487094104,-0.0499322016215,2.971942
1984-05-04,-0.299228568867,-0.011392253181,-0.0496132958472,-0.0500433205126,2.915442
1984-05-07,-0.299396786206,-0.0125139764445,-0.0502660800498,-0.0520951623061,2.915442
1984-05-08,-0.29860779001,-0.0134167172771,-0.0476558572085,-0.0406441034445,2.949342
1984-05-09,-0.300346164239,-0.0104543763146,-0.0570473278845,-0.0420788810995,2.825042
1984-05-10,-0.300994761253,-0.0100733708238,-0.0566494161536,-0.0424148389564,2.825042
1984-05-11,-0.303082953485,-0.00530788459984,-0.0659103024837,-0.0427790702989,2.68944
1984-05-14,-0.304217316644,-0.00261607141425,-0.0671898276157,-0.0442766918975,2.655539
1984-05-15,-0.303579265025,-0.00235839014166,-0.061933063036,-0.0442750253291,2.712039
1984-05-16,-0.303613791263,-0.00103696709256,-0.0622846915588,-0.0498806347295,2.700738
1984-05-17,-0.304038421315,0.00152727497969,-0.0637620073225,-0.0470649240538,2.666838
1984-05-18,-0.303896264627,0.00147027319055,-0.0607603429525,-0.0522984708156,2.700738
1984-05-21,-0.303991803461,0.00549322093565,-0.0621865448317,-0.029960568943,2.655539
1984-05-22,-0.306293075458,0.0082100947039,-0.0697949411172,-0.0507333162339,2.553838
1984-05-23,-0.307381128986,0.0128861912795,-0.07402712577,-0.046331448559,2.474736
1984-05-24,-0.304832029894,0.0258047269041,-0.0623731630251,0.105784667204,2.497335
1984-05-25,-0.307793620254,0.0165681800936,-0.070678933532,-0.0465232866944,2.486037
1984-05-29,-0.309161116019,0.020905708213,-0.076181490776,-0.0471746297179,2.395634
1984-05-30,-0.311279595078,0.0292320442286,-0.0816987037163,-0.0134029056394,2.271333
1984-05-31,-0.313219715425,0.0327977673833,-0.0879515232456,-0.0407827859774,2.180932
1984-06-01,-0.31371154752,0.0372480294813,-0.0859998808134,-0.0270736158909,2.169631
1984-06-04,-0.311756659241,0.0356392053558,-0.0759968723507,-0.0337969733467,2.293932
1984-06-05,-0.309041175984,0.0516667747053,-0.0660985719492,0.158053699186,2.271333
1984-06-06,-0.3116299932,0.0361443746909,-0.0737877207502,-0.042902596046,2.316534
1984-06-07,-0.311073093958,0.0378366015275,-0.0725751483271,-0.021307087261,2.316534
1984-06-08,-0.31072388337,0.0359592757478,-0.0707603597213,-0.029188866773,2.350435
1984-06-11,-0.311855533929,0.036817974617,-0.0808334679988,-0.0496159310547,2.289385
1984-06-12,-0.312453821401,0.0385128192091,-0.0814548516372,-0.0301964741035,2.26626
1984-06-13,-0.312441195294,0.0378173615382,-0.0831004595407,-0.0406482907699,2.254697
1984-06-14,-0.313238211924,0.0393941374037,-0.0860432910078,-0.0330920246806,2.208446
1984-06-15,-0.313241605025,0.0382050741811,-0.0858633236358,-0.0431360933597,2.220009
1984-06-18,-0.311818057284,0.0339398478836,-0.0783217268309,-0.0479502670647,2.335636
1984-06-19,-0.31076107738,0.0312627669581,-0.0770752586813,-0.0503558795122,2.370323
1984-06-20,-0.309586738279,0.027430766857,-0.072178677666,-0.0434619662191,2.451259
1984-06-21,-0.308196562509,0.0238396365817,-0.070409980979,-0.0398814765273,2.49751
1984-06-22,-0.30887828385,0.0221561281034,-0.0766559552497,-0.0491346771306,2.439699
1984-06-25,-0.309340132726,0.0206453120087,-0.0795699208787,-0.0509845941399,2.416572
1984-06-26,-0.30986299463,0.0206905195747,-0.0824140409041,-0.0419901736235,2.381884
1984-06-27,-0.310689166639,0.0202324091253,-0.0868371294385,-0.0514438876392,2.335636
1984-06-28,-0.311320826177,0.0209374827202,-0.0893440604631,-0.0475752247537,2.300948
1984-06-29,-0.312662155949,0.024667570356,-0.0937963851052,-0.0267263170026,2.220009
1984-07-02,-0.312288435908,0.0235681464937,-0.0915101736389,-0.0343429547601,2.254697
1984-07-03,-0.310871280857,0.0212621222272,-0.0858822761027,-0.0346019305555,2.335636
1984-07-05,-0.310404250179,0.0183145909024,-0.0848856089518,-0.0518246274842,2.370323
1984-07-06,-0.310727965548,0.0185252994998,-0.0878191667202,-0.0507337332311,2.335636
1984-07-09,-0.309364946329,0.0144778828856,-0.0800186167925,-0.0487909660721,2.451259
1984-07-10,-0.308733546868,0.0135538061968,-0.081736255901,-0.045580623311,2.439699
1984-07-11,-0.308978593763,0.0132196413159,-0.0838988507919,-0.0408104708621,2.416572
1984-07-12,-0.309698744258,0.0125088071418,-0.0874511809437,-0.0503544495937,2.381884
1984-07-13,-0.309546495791,0.0112148786478,-0.0861374785837,-0.0495179096352,2.405011
1984-07-16,-0.309603477762,0.0106784965954,-0.0875328030701,-0.0518701137421,2.393448
1984-07-17,-0.307979374345,0.0076036190325,-0.0801614325195,-0.0431756574483,2.49751
1984-07-18,-0.308298724477,0.00828011600661,-0.0860321003853,-0.0452996260386,2.428135
1984-07-19,-0.310093839949,0.011000404863,-0.0933784996245,-0.0426716770369,2.324072
1984-07-20,-0.310780008556,0.0121983270781,-0.0945615278576,-0.0411107654878,2.300948
1984-07-23,-0.311213250929,0.0125858500421,-0.0942591910809,-0.0438310486898,2.300948
1984-07-24,-0.311395492654,0.0150142066504,-0.0946206594948,-0.0287042030201,2.277821
1984-07-25,-0.311260516063,0.0156209975221,-0.0931903537493,-0.0257304121963,2.289385
1984-07-26,-0.310468702786,0.0118363034805,-0.0886925429779,-0.0507904834896,2.370323
1984-07-27,-0.307778575756,0.00732826757354,-0.0771822920839,-0.0415806512216,2.532198
1984-07-30,-0.308230637987,0.00767678611987,-0.0843449997238,-0.0481634136559,2.451259
1984-07-31,-0.3084071422,0.00675179903629,-0.0848489029787,-0.0481142335249,2.451259
1984-08-01,-0.30802108644,0.00567000670121,-0.0822508331866,-0.0370980531255,2.485947
1984-08-02,-0.306795304834,0.00570271973197,-0.0789314358706,-0.00936990338509,2.520635
1984-08-03,-0.305447216063,0.00302950562295,-0.0755611099239,-0.00653839573479,2.578449
1984-08-06,-0.304849133791,-3.16260346212e-05,-0.0756305748438,-0.0184098429363,2.601573
1984-08-07,-0.305456170079,-0.0030402516857,-0.0787225449694,-0.0429684073368,2.59001
1984-08-08,-0.305562404518,-0.0038414624769,-0.0802181093665,-0.0426935456027,2.578449
1984-08-09,-0.304146835637,-0.00486255740573,-0.0732972480514,-0.0111960879826,2.659385
1984-08-10,-0.302382567902,-0.00904387905497,-0.0701105059641,-0.0222529552305,2.728761
1984-08-13,-0.303305542275,-0.0121377579471,-0.0742694476699,-0.0495713338514,2.705636
1984-08-14,-0.30372682644,-0.0119095893065,-0.0770921696558,-0.0442010922731,2.670949
1984-08-15,-0.305355703525,-0.00953940479619,-0.084768516219,-0.0463985159971,2.566886
1984-08-16,-0.305057198274,-0.0102338273303,-0.0798427261405,-0.0377590026424,2.624698
1984-08-17,-0.304557293998,-0.0109842750463,-0.0794948265814,-0.0456647327146,2.636261
1984-08-20,-0.304665592501,-0.0108661482556,-0.0793963496713,-0.0457878235474,2.636261
1984-08-21,-0.303865508529,-0.0106100315272,-0.0749141785699,-0.0262781919659,2.682512
1984-08-22,-0.303495160495,-0.0119102642896,-0.0749357973334,-0.0385729650959,2.694073
1984-08-23,-0.303406343204,-0.0120665812916,-0.0750694511966,-0.0396709610256,2.694073
1984-08-24,-0.303943901207,-0.0118948524776,-0.0770535574668,-0.0469548294645,2.670949
1984-08-27,-0.304381006729,-0.0108793188957,-0.0784408614698,-0.0469981681613,2.647825
1984-08-28,-0.304316213775,-0.0102032995629,-0.0780384272086,-0.0461053951899,2.647825
1984-08-29,-0.304460937815,-0.00895320437818,-0.0782504698844,-0.0425776094344,2.636261
1984-08-30,-0.305420465312,-0.00721997533807,-0.0812727421884,-0.0481366511172,2.59001
1984-08-31,-0.306432729039,-0.00462721118601,-0.0836638530491,-0.0473681277889,2.543762
1984-09-04,-0.30578286525,0.000896494163659,-0.0807877622458,0.00147684355895,2.532198
1984-09-05,-0.306849611174,-0.000729394007301,-0.0833058893588,-0.0453181896994,2.520635
1984-09-06,-0.306207967699,0.000161552142048,-0.0785411987435,-0.0339317486094,2.566886
1984-09-07,-0.305052966643,0.00402439671107,-0.074765897939,0.00988530195161,2.578449
1984-09-10,-0.30553657188,0.00299912085609,-0.0789335870148,-0.0214421770498,2.598768
1984-09-11,-0.302845898522,-0.000957621790815,-0.0693993798379,-0.0240789335392,2.740519
1984-09-12,-0.30302224602,-0.00364900302192,-0.0702168699312,-0.0427668005053,2.752329
1984-09-13,-0.300271605842,-0.00774528540415,-0.0582138255647,-0.0176657465449,2.917707
1984-09-14,-0.29846190736,-0.0127703377141,-0.0566521713036,-0.031864454334,2.976769
1984-09-17,-0.298114042112,-0.0173842656795,-0.0553993032046,-0.0391360565974,3.02402
1984-09-18,-0.298199732991,-0.0196065738247,-0.0600130724242,-0.0483228226302,2.988583
1984-09-19,-0.299158497656,-0.0189680206108,-0.0644556949282,-0.036859869665,2.929518
1984-09-20,-0.297552478016,-0.0235741059542,-0.0570815546256,-0.0370606441388,3.047645
1984-09-21,-0.297269149408,-0.0231655666621,-0.0609850484768,-0.0286691574419,3.000394
1984-09-24,-0.299087189941,-0.0230975868428,-0.0681573627512,-0.0479083267692,2.917707
1984-09-25,-0.299831897009,-0.0225633512339,-0.0686579703652,-0.045961429845,2.905894
1984-09-26,-0.299780272939,-0.0209485604003,-0.0697218159107,-0.0405283046102,2.88227
1984-09-27,-0.299108186947,-0.0216333237186,-0.0649657532048,-0.0364564432259,2.941332
1984-09-28,-0.299775512808,-0.0200273254813,-0.0692383509481,-0.0447166881753,2.88227
1984-10-01,-0.301737944881,-0.0140172502636,-0.0753413231368,-0.0244227067524,2.764143
1984-10-02,-0.302369464707,-0.0128729598955,-0.0746959912293,-0.0368029807044,2.764143
1984-10-03,-0.303888981111,-0.00741937672328,-0.0804837091631,-0.0339071060737,2.65783
1984-10-04,-0.304509481263,-0.00556687494893,-0.0794255605934,-0.0466039425882,2.65783
1984-10-05,-0.304428645791,-0.00143328547011,-0.0777813329896,-0.0310091798515,2.646016
1984-10-08,-0.305094365119,-0.000247918518031,-0.0771730415301,-0.0472406334412,2.646016
1984-10-09,-0.304640715842,0.00327294539694,-0.0748989836236,-0.0291932758137,2.646016
1984-10-10,-0.30485900172,0.00390726832186,-0.0736030637496,-0.0405501402173,2.65783
1984-10-11,-0.303071250598,0.00496655226218,-0.0656136746868,-0.0130100444826,2.740519
1984-10-12,-0.301773031775,0.00307121859644,-0.0608324039858,-0.0169380964794,2.811394
1984-10-15,-0.301487658423,0.00237317309589,-0.06028632819,-0.0175792551739,2.823205
1984-10-16,-0.301460392539,0.000374135882105,-0.0606967262304,-0.0334073030863,2.835018
1984-10-17,-0.301914993189,-0.000526187470257,-0.0634547558562,-0.0473432392295,2.811394
1984-10-18,-0.300103316302,-0.00144236666016,-0.0543980117521,-0.0113993094209,2.917707
1984-10-19,-0.299794358424,-0.00175237171367,-0.057880616674,-0.0146102648413,2.88227
1984-10-22,-0.300566011157,-0.00424233247232,-0.0606599739578,-0.04151979751,2.870456
1984-10-23,-0.30058962828,-0.00501951156455,-0.0611595593648,-0.0441622049102,2.870456
1984-10-24,-0.300850134462,-0.00575171162686,-0.0627188803106,-0.052564642026,2.858643
1984-10-25,-0.301335489582,-0.0049311033255,-0.064120272928,-0.0472586232647,2.835018
1984-10-26,-0.301871694415,-0.00434928857985,-0.0657729100531,-0.0493664962947,2.811394
1984-10-29,-0.30171366808,-0.00462033175342,-0.0649748609842,-0.0526546994457,2.823205
1984-10-30,-0.300487740901,-0.00298656003575,-0.0594786437156,-0.0146954165933,2.870456
1984-10-31,-0.301202457492,-0.00410239560979,-0.0635734821561,-0.042240291221,2.835018
1984-11-01,-0.300092395358,-0.00367975797477,-0.0578915817171,-0.0149471960745,2.89408
1984-11-02,-0.299850082595,-0.00725703649706,-0.0574216250769,-0.0448712184077,2.929518
1984-11-05,-0.298980133392,-0.0100549790775,-0.0541510758649,-0.0510528037527,2.988583
1984-11-06,-0.297925645375,-0.0111057889447,-0.0516744776401,-0.0378379609817,3.02402
1984-11-07,-0.297988188222,-0.0125959232026,-0.0526143716649,-0.0419565688507,3.02402
1984-11-08,-0.298129005189,-0.0133405705582,-0.0540984133853,-0.0434541309764,3.012207
1984-11-09,-0.298337061716,-0.013486970045,-0.0562775716149,-0.0459634792835,2.988583
1984-11-12,-0.298960027218,-0.0131337225015,-0.0591541324712,-0.0514811710308,2.953145
1984-11-13,-0.299774837478,-0.0114521442065,-0.0621244712414,-0.0499017243896,2.905894
1984-11-14,-0.298945101934,-0.0124509197191,-0.056500167758,-0.0432156501683,2.976769
1984-11-15,-0.297532361535,-0.0124037139582,-0.052332142461,-0.0254064248145,3.02402
1984-11-16,-0.298153846627,-0.0128588359443,-0.0558828788215,-0.0423731917687,2.988583
1984-11-19,-0.299108062226,-0.0123285512398,-0.0586148571344,-0.0507043310441,2.953145
1984-11-20,-0.298808905316,-0.0119476988032,-0.0562228267256,-0.0425628705716,2.976769
1984-11-21,-0.298824218554,-0.0116502807934,-0.0560472317951,-0.0429168238298,2.976769
1984-11-23,-0.297540627732,-0.0142782454868,-0.0495479374039,-0.0446131574444,3.071269
1984-11-26,-0.297580025833,-0.0137549676705,-0.0524190589984,-0.0464514628405,3.035831
1984-11-27,-0.297171240961,-0.0145823214413,-0.0497832570132,-0.0419552815767,3.071269
1984-11-28,-0.296319117174,-0.016581512604,-0.0470489481103,-0.0459265451279,3.11852
1984-11-29,-0.296305270839,-0.0154099040914,-0.0482206001279,-0.0313466011075,3.094896
1984-11-30,-0.297090599459,-0.0130063551239,-0.0516438404313,-0.0188221025825,3.035831
1984-12-03,-0.297161799476,-0.0152093116711,-0.0500980955414,-0.0384122271582,3.071269
1984-12-04,-0.295175444001,-0.0165689117751,-0.0415620374987,-0.0152826350403,3.177582
1984-12-05,-0.294771333544,-0.0135320113737,-0.0447017267806,0.0104596088125,3.11852
1984-12-06,-0.295052055719,-0.015539582494,-0.043969686059,-0.00491181916583,3.142144
1984-12-07,-0.295238273402,-0.0193502805183,-0.0447312330845,-0.0440685940185,3.165771
1984-12-10,-0.294487357439,-0.0169588402966,-0.0462120742565,-0.0167387895686,3.186454
1984-12-11,-0.294046330332,-0.0146091525732,-0.0454616679312,0.014611220368,3.174429
1984-12-12,-0.293848805481,-0.0158702200683,-0.0431097396306,0.0141639777801,3.210502
1984-12-13,-0.293804222754,-0.0146624119926,-0.0443358179469,0.0245826407538,3.186454
1984-12-14,-0.293441514034,-0.0170447791458,-0.0418515855376,0.0114595590196,3.23455
1984-12-17,-0.293629418476,-0.0229127858337,-0.0408685940781,-0.039157694094,3.294674
1984-12-18,-0.291147446863,-0.0239911934251,-0.0354823660443,-0.0176451400166,3.36682
1984-12-19,-0.291347645558,-0.0263080915235,-0.03706817647,-0.0332135430682,3.36682
1984-12-20,-0.292580507484,-0.0233821235365,-0.0443497122052,-0.0250855813278,3.258601
1984-12-21,-0.294386615784,-0.0224953868419,-0.0499948543189,-0.0449614970725,3.186454
1984-12-24,-0.293592028954,-0.0247794952056,-0.0432262483421,-0.0507725181962,3.282648
1984-12-26,-0.293098535211,-0.0244227231016,-0.043136600981,-0.0504314437131,3.282648
1984-12-27,-0.291992644005,-0.02465165875,-0.0368830993795,-0.0288502881345,3.354794
1984-12-28,-0.291847065255,-0.0249621218469,-0.0382716452726,-0.0355648501703,3.342769
1984-12-31,-0.292869716408,-0.0247479880873,-0.0400771301639,-0.0412000436142,3.318721
1985-01-02,-0.293012888015,-0.0244955209649,-0.0410414165796,-0.0472387493615,3.306696
1985-01-03,-0.29296554023,-0.0241826257992,-0.0409146588816,-0.0501812231055,3.306696
1985-01-04,-0.293727297357,-0.0199295029452,-0.0453020563566,-0.0348346317358,3.222528
1985-01-07,-0.293891544015,-0.0202626272419,-0.0424185235512,-0.0423098735614,3.258601
1985-01-08,-0.293540342051,-0.0194979211659,-0.0409813437584,-0.0411139249535,3.270623
1985-01-09,-0.293322872331,-0.0184534735262,-0.0403833846795,-0.0390666267456,3.270623
1985-01-10,-0.291831850265,-0.0200348287003,-0.0320473595219,-0.027757540725,3.378842
1985-01-11,-0.29179531246,-0.0200776529818,-0.0343357451013,-0.0363901183031,3.354794
1985-01-14,-0.291274180997,-0.0214711001611,-0.0310926464294,-0.0365942047582,3.402893
1985-01-15,-0.289111984211,-0.0222489331407,-0.0243117481091,-0.0102118431686,3.487061
1985-01-16,-0.287863153195,-0.0258255294182,-0.0205603026889,-0.016896216561,3.559208
1985-01-17,-0.287454767129,-0.030375807444,-0.0195361590991,-0.0392984076651,3.607306
1985-01-18,-0.2880748521,-0.0289788780104,-0.0258119928218,-0.0328939475608,3.523134
1985-01-21,-0.287643465185,-0.0319377684986,-0.0213897184301,-0.0345947085272,3.595281
1985-01-22,-0.286860610516,-0.0316974936707,-0.0200451689786,-0.0134174269787,3.607306
1985-01-23,-0.285519611122,-0.0355110999568,-0.0142594819414,-0.0147553217085,3.7035
1985-01-24,-0.28554197417,-0.0350059148096,-0.0192080414063,-0.0140529943059,3.643379
1985-01-25,-0.285051424665,-0.0370633416294,-0.0174875337645,-0.0195049546127,3.679452
1985-01-28,-0.286545629411,-0.0377958575532,-0.0232094873771,-0.0443514527972,3.619331
1985-01-29,-0.286624635298,-0.0389170258292,-0.0207219743438,-0.0462154008639,3.655404
1985-01-30,-0.286297947175,-0.0368433499553,-0.0225386133021,-0.0346449802878,3.619331
1985-01-31,-0.287327659781,-0.0368040195762,-0.0234681396473,-0.0450638937998,3.607306
1985-02-01,-0.286888491309,-0.0364352798144,-0.0211910620681,-0.0412804971073,3.631354
1985-02-04,-0.285025984701,-0.039745396089,-0.0120700067351,-0.0418847767372,3.763623
1985-02-05,-0.283548602598,-0.0414268259324,-0.00922749323469,-0.0407762150072,3.811719
1985-02-06,-0.280925614842,-0.0397873870112,-0.00163863737142,0.0183291219451,3.883865
1985-02-07,-0.281471731409,-0.0454692088769,-0.00362164782316,-0.0328741116781,3.907916
1985-02-08,-0.280331487295,-0.0485149962236,0.00062568616307,-0.0305642735842,3.980062
1985-02-11,-0.280668732508,-0.0485992507631,-0.00358139662095,-0.0324451369208,3.931963
1985-02-12,-0.281593274796,-0.0484838492289,-0.0076280207206,-0.0413008375478,3.883865
1985-02-13,-0.280508222662,-0.0480032871853,-0.00186322545299,-0.0117260024037,3.943989
1985-02-14,-0.278560046382,-0.0528115962411,0.00505462756029,-0.0265788166306,4.06423
1985-02-15,-0.279400748903,-0.0533089856528,-0.000579160114049,-0.04407299191,4.00411
1985-02-19,-0.280130807126,-0.0526231860795,-0.00318049256165,-0.0467186917089,3.968036
1985-02-20,-0.282061188355,-0.0461935828868,-0.00995441982278,-0.0179603538546,3.83577
1985-02-21,-0.283738732594,-0.0408043036316,-0.0156985713422,-0.0129114170814,3.72755
1985-02-22,-0.285484039564,-0.0385559356659,-0.018542631235,-0.0389845862286,3.679452
1985-02-25,-0.286862004615,-0.0331642776165,-0.0201254763938,-0.0323075268316,3.619331
1985-02-26,-0.286026721553,-0.0319405281088,-0.0133254004385,-0.034318536533,3.691477
1985-02-27,-0.283669841894,-0.0304404659768,-0.00311351333623,-0.00672199422838,3.799696
1985-02-28,-0.28328371125,-0.0282516185412,-0.00288343466963,-0.00147367370023,3.787671
1985-03-01,-0.282929928188,-0.0318339388625,0.00173771230418,-0.0330189375195,3.871843
1985-03-04,-0.283022385695,-0.0280270323751,-0.000900514883632,-0.0122471999551,3.811719
1985-03-05,-0.283776867651,-0.0295395900842,-0.00213411449327,-0.0441093412155,3.811719
1985-03-06,-0.284363453711,-0.0274327654569,-0.00497986512633,-0.0463454690542,3.763623
1985-03-07,-0.284428995013,-0.0232839239808,-0.00295111275532,-0.0104501608686,3.751598
1985-03-08,-0.284793457403,-0.0243748516134,-0.00402245296079,-0.0415591206554,3.751598
1985-03-11,-0.285161502873,-0.0205669296277,-0.00888608893364,-0.0325159865096,3.726672
